lead_id,company_name,zip_code,lead_source,lead_status,industry,company_size,deal_value,sales_rep,created_date,close_date
LEAD-008542,Thompson-Saunders,23487,Website,Qualified,Other,11-50,16847,Eva Rodriguez,2024-12-05,
LEAD-008543,Lewis-Dennis,48413,Referral,Opportunity,Healthcare,11-50,15798,Eva Rodriguez,2024-10-25,
LEAD-008544,"Black, Payne and Pearson",87540,Event,Lost,Manufacturing,500+,628583,David Johnson,2024-05-10,2024-09-19
LEAD-008545,"Lopez, Crawford and Griffith",49664,Website,Won,Technology,51-200,60941,Bob Martinez,2024-07-06,2024-10-11
LEAD-008546,Hansen-Roberson,22192,Referral,Opportunity,Manufacturing,51-200,56082,David Johnson,2024-10-09,
LEAD-008547,Ellis-Brown,28669,Cold Outbound,New,Professional Services,201-500,201973,Alice Chen,2024-08-05,
LEAD-008548,"Clay, Chen and Peterson",73025,Website,New,Professional Services,500+,588024,Bob Martinez,2024-03-08,
LEAD-008549,Velazquez-Moore,43162,Content,Qualified,Professional Services,500+,805334,Bob Martinez,2024-10-18,
LEAD-008550,"Acosta, Peters and Johnson",58782,Website,Qualified,Technology,11-50,7436,Bob Martinez,2024-03-04,
LEAD-008551,Sullivan PLC,47974,Event,Qualified,Technology,11-50,19072,Eva Rodriguez,2024-08-15,
LEAD-008552,Mendez Ltd,90630,Content,New,Finance,11-50,21833,David Johnson,2024-06-06,
LEAD-008553,Luna-Hernandez,62022,Website,Opportunity,Finance,51-200,64001,Eva Rodriguez,2024-06-16,
LEAD-008554,Lozano-Bridges,29450,Referral,Opportunity,Manufacturing,500+,740086,Alice Chen,2024-08-01,
LEAD-008555,Calderon Ltd,36313,Partner,Opportunity,Manufacturing,51-200,67331,Carol Williams,2024-05-20,
LEAD-008556,Brown-Parker,12911,Event,Opportunity,Healthcare,201-500,125338,Bob Martinez,2024-10-21,
LEAD-008557,"Moreno, Hester and Mack",30821,Referral,New,Manufacturing,51-200,17680,Carol Williams,2024-01-01,
LEAD-008558,Lopez Ltd,05459,Referral,Qualified,Finance,51-200,50910,Carol Williams,2024-07-02,
LEAD-008559,Collier Ltd,87537,Referral,Opportunity,Healthcare,51-200,38218,Bob Martinez,2024-08-18,
LEAD-008560,Griffin and Sons,55425,Website,Won,Healthcare,1-10,3370,Bob Martinez,2024-07-08,2024-11-22
LEAD-008561,"Frank, Rose and Hunt",28125,Event,Opportunity,Healthcare,51-200,56296,Eva Rodriguez,2024-10-11,
LEAD-008562,Ellison-Thornton,32503,Referral,Opportunity,Manufacturing,51-200,67463,David Johnson,2024-06-17,
LEAD-008563,"Walker, Johnson and Mcbride",97063,Partner,Qualified,Professional Services,51-200,59471,Alice Chen,2024-11-04,
LEAD-008564,"Johnson, Maynard and Wu",24854,Content,Lost,Technology,51-200,52189,Alice Chen,2024-04-01,2024-06-29
LEAD-008565,Wagner-Wheeler,36701,Event,Qualified,Finance,11-50,14592,Carol Williams,2024-09-18,
LEAD-008566,"Holt, Vasquez and Torres",17963,Website,Qualified,Manufacturing,51-200,53870,David Johnson,2024-06-19,
LEAD-008567,Peck-Thompson,32463,Website,New,Finance,11-50,14269,Alice Chen,2024-06-08,
LEAD-008568,Brown-Wells,16679,Referral,Opportunity,Healthcare,1-10,5524,Eva Rodriguez,2024-04-21,
LEAD-008569,"Boyer, Burnett and Foster",95569,Event,Qualified,Technology,51-200,36023,David Johnson,2024-06-20,
LEAD-008570,Simmons Group,95650,Referral,Opportunity,Technology,11-50,13713,Eva Rodriguez,2024-05-19,
LEAD-008571,"Hill, Ayala and Hicks",29067,Event,Qualified,Finance,11-50,12895,David Johnson,2024-07-14,
LEAD-008572,Griffin PLC,59735,Partner,Opportunity,Other,201-500,168440,Eva Rodriguez,2024-04-15,
LEAD-008573,Woods-Bell,43135,Cold Outbound,Opportunity,Retail,201-500,160854,Eva Rodriguez,2024-11-29,
LEAD-008574,Lee LLC,50446,Event,Qualified,Healthcare,201-500,120217,Eva Rodriguez,2024-10-23,
LEAD-008575,Fischer Inc,36756,Referral,New,Healthcare,500+,813541,David Johnson,2024-03-13,
LEAD-008576,Proctor-Sanders,48103,Website,Qualified,Technology,11-50,20929,Bob Martinez,2024-03-28,
LEAD-008577,Robinson Ltd,75703,Website,Lost,Finance,51-200,56052,Bob Martinez,2024-05-31,2024-11-25
LEAD-008578,"Crane, Scott and Jackson",36855,Referral,Qualified,Finance,51-200,81207,David Johnson,2024-12-25,
LEAD-008579,Farley-Walker,24435,Event,Won,Manufacturing,11-50,20498,David Johnson,2024-01-04,2024-06-22
LEAD-008580,"Lozano, Blake and Duarte",77092,Event,Qualified,Technology,11-50,14342,David Johnson,2024-06-28,
LEAD-008581,Rowe-Williams,47467,Partner,New,Retail,11-50,14879,Eva Rodriguez,2024-05-28,
LEAD-008582,Rogers Group,30730,Referral,Qualified,Professional Services,11-50,16246,Alice Chen,2024-07-18,
LEAD-008583,Thomas-Hernandez,80116,Website,Opportunity,Finance,11-50,18399,Carol Williams,2024-06-29,
LEAD-008584,Garner-Richardson,17850,Cold Outbound,Won,Professional Services,11-50,5007,David Johnson,2024-02-18,2024-06-17
LEAD-008585,Erickson-Gonzalez,53901,Event,Lost,Manufacturing,1-10,6175,Alice Chen,2024-10-22,
LEAD-008586,"Andrews, Lucero and Brown",54422,Event,Won,Professional Services,51-200,34045,Alice Chen,2024-11-06,
LEAD-008587,Pittman-Hobbs,78239,Content,Opportunity,Healthcare,51-200,56335,Carol Williams,2024-06-04,
LEAD-008588,"Glass, Russell and Galvan",04253,Website,Won,Healthcare,201-500,185889,Carol Williams,2024-03-16,2024-05-25
LEAD-008589,Vasquez and Sons,76239,Website,Won,Retail,201-500,156219,Bob Martinez,2024-03-25,2024-05-23
LEAD-008590,Anderson-Patel,30173,Referral,Opportunity,Finance,11-50,17304,Alice Chen,2024-05-17,
LEAD-008591,"Ross, Ayala and Townsend",94519,Website,Opportunity,Professional Services,51-200,35571,Eva Rodriguez,2024-03-30,
LEAD-008592,Taylor-Buchanan,94572,Referral,Won,Retail,51-200,50639,Carol Williams,2024-11-27,
LEAD-008593,Crawford and Sons,77518,Cold Outbound,Opportunity,Retail,11-50,11046,Alice Chen,2024-03-13,
LEAD-008594,Potter-Clark,84028,Referral,Qualified,Healthcare,51-200,37398,Eva Rodriguez,2024-01-14,
LEAD-008595,Patrick Ltd,64022,Event,New,Technology,51-200,58919,Eva Rodriguez,2024-07-02,
LEAD-008596,"Hale, Mcclure and Smith",18817,Content,New,Manufacturing,500+,714215,Alice Chen,2024-09-26,
LEAD-008597,"Collins, Pena and King",20001,Event,New,Technology,201-500,186175,Bob Martinez,2024-12-14,
LEAD-008598,Harris Group,19435,Website,Won,Finance,11-50,14005,Alice Chen,2024-01-05,2024-03-14
LEAD-008599,Gonzalez-Hall,07304,Cold Outbound,Opportunity,Finance,51-200,54134,Bob Martinez,2024-10-22,
LEAD-008600,Vega Ltd,76014,Referral,Opportunity,Technology,201-500,66073,Bob Martinez,2024-08-31,
LEAD-008601,"Eaton, Robertson and Ferguson",54406,Website,Qualified,Professional Services,201-500,190357,Carol Williams,2024-05-22,
LEAD-008602,Walters-Donaldson,35559,Partner,Opportunity,Professional Services,500+,322223,Eva Rodriguez,2024-02-19,
LEAD-008603,Brewer-Macdonald,87049,Partner,Won,Professional Services,500+,340921,Alice Chen,2024-08-31,
LEAD-008604,Adams and Sons,36456,Website,Lost,Finance,11-50,16883,Alice Chen,2024-06-19,2024-12-02
LEAD-008605,Vargas Ltd,46202,Referral,New,Retail,11-50,15080,Eva Rodriguez,2024-09-06,
LEAD-008606,"Watson, Mcconnell and Byrd",52557,Referral,Won,Professional Services,201-500,119799,David Johnson,2024-07-04,2024-11-05
LEAD-008607,Duncan-Cruz,67218,Website,New,Manufacturing,51-200,63749,Alice Chen,2024-01-07,
LEAD-008608,"Burton, Phillips and Richard",20723,Referral,New,Other,500+,482269,Carol Williams,2024-05-18,
LEAD-008609,Turner-Collier,41763,Website,Opportunity,Manufacturing,11-50,12879,Carol Williams,2024-02-25,
LEAD-008610,Richardson Ltd,96128,Website,Won,Other,11-50,13954,David Johnson,2024-09-27,
LEAD-008611,"Moody, Ford and Barnett",73043,Website,Opportunity,Manufacturing,51-200,59658,Carol Williams,2024-06-17,
LEAD-008612,Johnson-Clark,07838,Referral,Qualified,Other,11-50,19170,Eva Rodriguez,2024-02-26,
LEAD-008613,"Holloway, Gonzalez and Booker",03817,Referral,Won,Other,51-200,56486,Eva Rodriguez,2024-08-22,2024-11-05
LEAD-008614,Boyd-Cox,97448,Event,Won,Technology,11-50,23063,Alice Chen,2024-03-20,2024-05-07
LEAD-008615,Swanson-Anderson,72619,Referral,New,Professional Services,1-10,4873,Alice Chen,2024-08-03,
LEAD-008616,Reid PLC,49255,Content,Won,Retail,201-500,66681,Alice Chen,2024-01-15,2024-06-20
LEAD-008617,Morrison PLC,37404,Referral,New,Manufacturing,11-50,6164,Carol Williams,2024-12-19,
LEAD-008618,"Harrison, Hendricks and Powers",81101,Website,New,Manufacturing,1-10,8449,David Johnson,2024-11-30,
LEAD-008619,Byrd Inc,12166,Cold Outbound,Opportunity,Professional Services,51-200,46415,Eva Rodriguez,2024-09-26,
LEAD-008620,Johnson-Martin,59760,Referral,New,Professional Services,11-50,23409,David Johnson,2024-08-18,
LEAD-008621,"Brooks, Perkins and Craig",26378,Referral,Qualified,Professional Services,51-200,75251,Eva Rodriguez,2024-05-14,
LEAD-008622,Chan-Becker,58456,Referral,Opportunity,Retail,201-500,112873,Eva Rodriguez,2024-10-09,
LEAD-008623,Anderson Inc,76711,Referral,New,Technology,51-200,50845,Eva Rodriguez,2024-06-02,
LEAD-008624,Hamilton-Buck,97209,Event,Opportunity,Other,1-10,6178,Eva Rodriguez,2024-09-09,
LEAD-008625,"Sullivan, Lambert and Johnson",43754,Cold Outbound,Lost,Technology,1-10,6569,David Johnson,2024-09-07,2024-12-29
LEAD-008626,Walker-Evans,45439,Content,New,Finance,11-50,20520,Alice Chen,2024-06-11,
LEAD-008627,Davis-Evans,14769,Website,Lost,Manufacturing,201-500,241186,Bob Martinez,2024-08-08,2024-12-10
LEAD-008628,"Gregory, Patterson and Thomas",24381,Cold Outbound,Qualified,Professional Services,1-10,6212,David Johnson,2024-08-14,
LEAD-008629,Ramsey-Davis,85602,Cold Outbound,Lost,Professional Services,51-200,52397,David Johnson,2024-10-10,2024-11-21
LEAD-008630,Hall LLC,49008,Referral,Opportunity,Other,11-50,10793,David Johnson,2024-03-12,
LEAD-008631,Thomas-Harrison,48766,Referral,Opportunity,Healthcare,51-200,29591,David Johnson,2024-03-06,
LEAD-008632,Garcia LLC,18854,Website,Lost,Professional Services,201-500,68308,David Johnson,2024-08-07,2024-10-19
LEAD-008633,Allen-Rhodes,83801,Partner,Opportunity,Finance,500+,431852,David Johnson,2024-04-24,
LEAD-008634,Armstrong Group,33944,Website,Won,Professional Services,11-50,10000,Alice Chen,2024-03-29,2024-07-07
LEAD-008635,"Munoz, Gilbert and Stark",68849,Event,Opportunity,Professional Services,11-50,10272,Carol Williams,2024-04-22,
LEAD-008636,Harris PLC,93434,Partner,New,Professional Services,201-500,139788,David Johnson,2024-05-15,
LEAD-008637,French-Mitchell,64465,Cold Outbound,Won,Other,500+,347965,Alice Chen,2024-05-20,2024-11-10
LEAD-008638,Osborne-Delgado,30450,Event,Lost,Healthcare,11-50,10248,Bob Martinez,2024-03-18,2024-05-24
LEAD-008639,Harrison PLC,35653,Event,New,Manufacturing,51-200,55435,David Johnson,2024-07-09,
LEAD-008640,Johnson and Sons,93560,Content,Lost,Finance,1-10,4782,Alice Chen,2024-10-13,2024-12-25
LEAD-008641,Smith and Sons,40150,Website,Opportunity,Retail,500+,514452,Eva Rodriguez,2024-10-12,
LEAD-008642,Case-James,59226,Event,Qualified,Professional Services,51-200,25732,David Johnson,2024-05-26,
LEAD-008643,Vega and Sons,37376,Event,New,Technology,11-50,19168,Bob Martinez,2024-05-16,
LEAD-008644,"Myers, Norton and Harris",37049,Website,Opportunity,Retail,11-50,20205,Bob Martinez,2024-09-30,
LEAD-008645,Jackson Ltd,26886,Partner,New,Professional Services,500+,616122,Eva Rodriguez,2024-03-20,
LEAD-008646,Hull-Hayes,45469,Website,Won,Finance,201-500,166014,David Johnson,2024-08-07,2024-09-12
LEAD-008647,George Inc,60935,Event,Qualified,Finance,201-500,128446,Carol Williams,2024-06-14,
LEAD-008648,"Myers, Robles and Carpenter",06103,Partner,Opportunity,Professional Services,201-500,111032,Carol Williams,2024-01-13,
LEAD-008649,"Smith, Dunn and Jordan",32607,Event,Lost,Healthcare,11-50,24832,David Johnson,2024-10-06,
LEAD-008650,"Johnson, Ramos and Cherry",80612,Content,Won,Manufacturing,51-200,87948,Eva Rodriguez,2024-10-16,
LEAD-008651,Gutierrez LLC,72353,Referral,Opportunity,Manufacturing,11-50,16247,Alice Chen,2024-12-24,
LEAD-008652,Ayala-Grant,75054,Website,Won,Finance,51-200,55082,Bob Martinez,2024-08-09,2024-11-06
LEAD-008653,"Vazquez, Beck and Palmer",55310,Event,New,Technology,51-200,39179,Eva Rodriguez,2024-08-26,
LEAD-008654,Mccoy-Ramirez,77493,Referral,Qualified,Retail,11-50,13713,Eva Rodriguez,2024-07-07,
LEAD-008655,Norton-Buchanan,87730,Website,Won,Manufacturing,201-500,144593,Bob Martinez,2024-08-27,
LEAD-008656,"Johnson, Gonzalez and Davis",53039,Event,Opportunity,Manufacturing,11-50,17910,Eva Rodriguez,2024-06-10,
LEAD-008657,Herman-Wise,13743,Event,Qualified,Professional Services,1-10,4094,Eva Rodriguez,2024-09-12,
LEAD-008658,"Diaz, Herring and Rodriguez",45779,Website,Qualified,Technology,1-10,5537,Alice Chen,2024-04-20,
LEAD-008659,Potter-Olsen,78113,Cold Outbound,Lost,Professional Services,51-200,46520,Bob Martinez,2024-10-04,2024-11-04
LEAD-008660,Barnes-Ali,92371,Website,Qualified,Retail,500+,519932,Bob Martinez,2024-11-20,
LEAD-008661,Scott-Snyder,77577,Cold Outbound,Qualified,Healthcare,11-50,17775,Carol Williams,2024-03-23,
LEAD-008662,"Horne, Hall and Alexander",54601,Website,Opportunity,Healthcare,11-50,13319,Carol Williams,2024-08-01,
LEAD-008663,Manning Ltd,68102,Partner,Opportunity,Healthcare,51-200,49958,Bob Martinez,2024-05-06,
LEAD-008664,Mason PLC,40862,Event,New,Healthcare,51-200,49195,Bob Martinez,2024-01-12,
LEAD-008665,"Rivera, Kim and Hull",74869,Website,Opportunity,Other,1-10,4610,Alice Chen,2024-02-04,
LEAD-008666,"Lee, Daniels and Shannon",61528,Website,Qualified,Finance,51-200,37441,David Johnson,2024-10-14,
LEAD-008667,Ramos-Watkins,87001,Referral,Qualified,Finance,51-200,55187,Alice Chen,2024-12-24,
LEAD-008668,"Shaw, Davila and Hill",50244,Referral,Opportunity,Manufacturing,201-500,177384,Carol Williams,2024-11-12,
LEAD-008669,Kelly-Obrien,05773,Website,Qualified,Healthcare,201-500,140954,David Johnson,2024-06-05,
LEAD-008670,"Flores, Lewis and Williams",15139,Referral,Lost,Technology,51-200,61065,Bob Martinez,2024-03-02,2024-07-17
LEAD-008671,"Morris, Hernandez and Williams",78140,Referral,Opportunity,Other,201-500,142340,Carol Williams,2024-11-30,
LEAD-008672,"Newman, Poole and Price",72527,Referral,New,Retail,11-50,16321,Eva Rodriguez,2024-06-01,
LEAD-008673,"Farley, Martin and Arias",94030,Website,New,Finance,11-50,15205,Alice Chen,2024-04-25,
LEAD-008674,Howard PLC,27527,Website,Qualified,Manufacturing,201-500,120191,David Johnson,2024-06-06,
LEAD-008675,"Rivera, Barajas and Lopez",55047,Website,Opportunity,Technology,51-200,44831,Carol Williams,2024-02-09,
LEAD-008676,"Kelly, Johnson and Young",37387,Partner,Opportunity,Other,500+,558016,Bob Martinez,2024-06-24,
LEAD-008677,Smith PLC,65014,Event,Opportunity,Professional Services,51-200,52429,Alice Chen,2024-01-18,
LEAD-008678,Rivera LLC,18241,Website,Won,Finance,51-200,55103,Carol Williams,2024-06-11,2024-08-23
LEAD-008679,"Roberts, Simmons and Conway",51005,Website,Lost,Technology,201-500,134359,Alice Chen,2024-08-16,2024-11-11
LEAD-008680,Lewis Group,77029,Partner,New,Technology,11-50,10367,Carol Williams,2024-04-10,
LEAD-008681,Hill-Jordan,89060,Referral,Won,Other,51-200,58163,Eva Rodriguez,2024-12-20,
LEAD-008682,"Martinez, Harmon and Miller",08332,Website,Qualified,Technology,201-500,168520,David Johnson,2024-02-01,
LEAD-008683,Thompson LLC,10911,Cold Outbound,Opportunity,Professional Services,11-50,16328,Carol Williams,2024-01-18,
LEAD-008684,Acosta Ltd,88034,Website,New,Healthcare,51-200,48192,Carol Williams,2024-06-06,
LEAD-008685,"Edwards, Bell and Kramer",85706,Cold Outbound,Qualified,Retail,201-500,153393,Eva Rodriguez,2024-10-02,
LEAD-008686,"Dawson, Miles and Little",21737,Partner,Qualified,Manufacturing,500+,824821,Alice Chen,2024-12-16,
LEAD-008687,"Williams, French and Turner",13332,Referral,Opportunity,Finance,51-200,43874,David Johnson,2024-05-01,
LEAD-008688,"Guzman, Lewis and Watson",98953,Referral,Opportunity,Retail,1-10,5779,Carol Williams,2024-11-24,
LEAD-008689,"Perry, Espinoza and Morales",72524,Website,New,Manufacturing,1-10,6720,Bob Martinez,2024-02-08,
LEAD-008690,Robertson LLC,54476,Cold Outbound,Qualified,Healthcare,11-50,17938,Alice Chen,2024-10-17,
LEAD-008691,Miranda Inc,38917,Referral,Lost,Finance,500+,622394,Alice Chen,2024-03-05,2024-04-25
LEAD-008692,"Morgan, Bond and Lee",00915,Cold Outbound,Won,Technology,500+,219246,Alice Chen,2024-07-20,
LEAD-008693,Rodriguez Inc,49878,Website,New,Retail,1-10,7214,Eva Rodriguez,2024-01-27,
LEAD-008694,Foley LLC,33321,Event,Opportunity,Manufacturing,11-50,19947,Carol Williams,2024-11-28,
LEAD-008695,Davis-Weaver,46068,Referral,Qualified,Professional Services,51-200,39038,Eva Rodriguez,2024-12-19,
LEAD-008696,Hansen-Cruz,99223,Website,New,Professional Services,51-200,67681,Bob Martinez,2024-12-21,
LEAD-008697,"Stokes, Harper and Lawson",95554,Website,Opportunity,Other,51-200,58795,Eva Rodriguez,2024-10-26,
LEAD-008698,"Wilson, Gentry and Garrett",47161,Website,Qualified,Healthcare,201-500,243990,Carol Williams,2024-10-08,
LEAD-008699,Johnson-Kelly,86053,Website,Opportunity,Healthcare,500+,562859,David Johnson,2024-02-16,
LEAD-008700,"Davis, Hess and Cochran",96080,Referral,Qualified,Retail,51-200,53371,Alice Chen,2024-03-27,
LEAD-008701,"Jenkins, Kim and Shaw",38007,Website,Opportunity,Finance,51-200,22190,Alice Chen,2024-11-04,
LEAD-008702,"Vasquez, Webb and Herrera",94801,Referral,Qualified,Professional Services,51-200,50824,Alice Chen,2024-09-06,
LEAD-008703,Bishop-Hernandez,43055,Partner,Qualified,Finance,1-10,3465,David Johnson,2024-11-26,
LEAD-008704,Mann PLC,02769,Website,Qualified,Finance,201-500,172466,Alice Chen,2024-12-18,
LEAD-008705,"Best, Abbott and Hays",71108,Referral,Qualified,Professional Services,201-500,136150,Eva Rodriguez,2024-01-07,
LEAD-008706,Hull-Miles,75414,Cold Outbound,Qualified,Healthcare,201-500,116066,David Johnson,2024-08-21,
LEAD-008707,Miller-Estes,95118,Event,Won,Healthcare,201-500,254937,Bob Martinez,2024-03-26,2024-05-25
LEAD-008708,Hess Inc,76474,Cold Outbound,Won,Professional Services,51-200,48371,Carol Williams,2024-10-23,
LEAD-008709,Ramirez LLC,36875,Website,Lost,Other,500+,265168,Alice Chen,2024-03-04,2024-05-22
LEAD-008710,Williams LLC,72554,Cold Outbound,Opportunity,Manufacturing,51-200,67445,David Johnson,2024-01-17,
LEAD-008711,"Williams, Braun and Lewis",54491,Referral,Won,Other,11-50,16383,Alice Chen,2024-12-04,
LEAD-008712,"Jones, Hickman and Crawford",83233,Cold Outbound,New,Finance,201-500,171608,Bob Martinez,2024-07-21,
LEAD-008713,"Bailey, Moore and Cole",86030,Website,New,Finance,51-200,31044,Alice Chen,2024-07-29,
LEAD-008714,Price Inc,21830,Partner,New,Healthcare,51-200,64489,Alice Chen,2024-01-27,
LEAD-008715,"Hull, Valentine and White",31626,Referral,Qualified,Healthcare,11-50,7858,Bob Martinez,2024-06-09,
LEAD-008716,"Anderson, Johnson and Hall",53589,Referral,Qualified,Professional Services,11-50,12697,David Johnson,2024-01-24,
LEAD-008717,Vargas-Greer,79066,Website,Qualified,Manufacturing,1-10,8031,David Johnson,2024-01-29,
LEAD-008718,Stewart-Nunez,24844,Website,Qualified,Retail,51-200,54528,David Johnson,2024-03-06,
LEAD-008719,Wilson Group,12548,Website,Opportunity,Finance,201-500,130153,David Johnson,2024-01-19,
LEAD-008720,"Brown, Miller and Martinez",56567,Partner,Qualified,Manufacturing,51-200,31027,Eva Rodriguez,2024-10-10,
LEAD-008721,Boyer Ltd,14893,Referral,Opportunity,Professional Services,51-200,53092,Carol Williams,2024-09-07,
LEAD-008722,Golden PLC,66615,Cold Outbound,Qualified,Finance,11-50,10540,Eva Rodriguez,2024-11-23,
LEAD-008723,"Howe, Gonzalez and White",37421,Website,Lost,Healthcare,51-200,57357,Alice Chen,2024-05-18,2024-11-10
LEAD-008724,"Golden, Romero and Simpson",49735,Website,Qualified,Other,11-50,17840,Eva Rodriguez,2024-10-06,
LEAD-008725,Brown and Sons,12719,Website,Lost,Other,11-50,21060,David Johnson,2024-03-26,2024-08-11
LEAD-008726,Gibbs Ltd,85347,Referral,Qualified,Finance,51-200,66353,Alice Chen,2024-05-12,
LEAD-008727,"Jordan, Barrett and Wagner",54166,Website,Opportunity,Finance,11-50,15262,Eva Rodriguez,2024-08-23,
LEAD-008728,Singleton PLC,10983,Referral,Qualified,Healthcare,51-200,59152,Bob Martinez,2024-09-30,
LEAD-008729,Schultz-Duncan,68526,Website,Opportunity,Other,11-50,16481,Bob Martinez,2024-06-06,
LEAD-008730,"Williams, Roberts and Johnson",19507,Referral,Lost,Finance,51-200,42162,David Johnson,2024-03-04,2024-08-26
LEAD-008731,Brown Inc,36723,Cold Outbound,Qualified,Professional Services,51-200,53806,Alice Chen,2024-11-23,
LEAD-008732,Sparks Inc,60945,Website,Lost,Manufacturing,11-50,17782,Alice Chen,2024-07-20,2024-10-24
LEAD-008733,Sullivan LLC,19012,Website,Lost,Finance,51-200,32891,Bob Martinez,2024-10-28,
LEAD-008734,Pugh PLC,96791,Referral,Qualified,Finance,11-50,9722,David Johnson,2024-10-25,
LEAD-008735,King Ltd,46140,Website,Won,Other,201-500,132900,David Johnson,2024-11-05,
LEAD-008736,Larsen-Walter,62292,Website,Won,Retail,51-200,75678,Alice Chen,2024-09-29,2024-12-27
LEAD-008737,Holt Group,38016,Partner,New,Professional Services,51-200,41097,Bob Martinez,2024-12-18,
LEAD-008738,Scott PLC,43326,Event,Opportunity,Technology,51-200,53673,Alice Chen,2024-11-22,
LEAD-008739,Nelson PLC,26501,Referral,Won,Manufacturing,500+,784782,David Johnson,2024-05-06,2024-08-13
LEAD-008740,Ramirez-Hutchinson,63878,Event,Qualified,Retail,201-500,174534,Alice Chen,2024-01-12,
LEAD-008741,Smith-Frazier,32903,Partner,Opportunity,Healthcare,500+,365743,David Johnson,2024-11-25,
LEAD-008742,"Cook, Kerr and Mason",12208,Referral,Qualified,Healthcare,500+,390542,Carol Williams,2024-06-09,
LEAD-008743,Schwartz Group,38242,Website,Qualified,Professional Services,11-50,12459,Carol Williams,2024-04-11,
LEAD-008744,Ross-Wheeler,48739,Event,Qualified,Manufacturing,1-10,4994,Eva Rodriguez,2024-03-26,
LEAD-008745,"Montgomery, Payne and Whitaker",78233,Event,Qualified,Retail,500+,344649,Eva Rodriguez,2024-08-09,
LEAD-008746,"Williams, Scott and Franklin",72855,Referral,New,Other,11-50,21515,David Johnson,2024-04-16,
LEAD-008747,Torres Ltd,59928,Referral,Opportunity,Other,51-200,43414,Carol Williams,2024-08-28,
LEAD-008748,"Smith, Oliver and Gibson",65730,Website,New,Technology,1-10,8250,Eva Rodriguez,2024-11-29,
LEAD-008749,"Ramos, Jordan and Stewart",07034,Website,Opportunity,Healthcare,11-50,16086,Carol Williams,2024-03-14,
LEAD-008750,"Juarez, Ferguson and Gibson",78541,Content,Won,Manufacturing,11-50,21336,Carol Williams,2024-10-19,
LEAD-008751,Jacobs-Humphrey,73118,Website,Opportunity,Professional Services,51-200,36873,Carol Williams,2024-11-09,
LEAD-008752,Lee-Davis,97021,Cold Outbound,Opportunity,Manufacturing,51-200,62871,Eva Rodriguez,2024-12-30,
LEAD-008753,Simpson-Warren,45055,Cold Outbound,Opportunity,Finance,11-50,15496,Bob Martinez,2024-09-01,
LEAD-008754,Martinez-Hays,98651,Event,Won,Manufacturing,51-200,37447,Alice Chen,2024-09-18,2024-10-22
LEAD-008755,"Bennett, Stone and Aguilar",56468,Partner,Qualified,Retail,51-200,42154,Bob Martinez,2024-01-06,
LEAD-008756,Church Ltd,29707,Partner,Won,Healthcare,51-200,58897,Bob Martinez,2024-05-30,2024-10-01
LEAD-008757,Franklin Group,74403,Referral,Opportunity,Other,1-10,5483,Bob Martinez,2024-05-30,
LEAD-008758,Martinez Group,49014,Website,Won,Finance,1-10,4023,Bob Martinez,2024-05-30,2024-09-08
LEAD-008759,Mack PLC,71651,Partner,Qualified,Technology,1-10,6808,Eva Rodriguez,2024-06-03,
LEAD-008760,Smith-Lopez,48314,Website,Opportunity,Healthcare,11-50,5384,Bob Martinez,2024-08-19,
LEAD-008761,"Anderson, Morton and Ross",28273,Event,Qualified,Technology,11-50,7885,David Johnson,2024-07-31,
LEAD-008762,"Lowery, Cuevas and Leonard",77583,Referral,New,Finance,51-200,20626,Bob Martinez,2024-07-06,
LEAD-008763,"Williams, Foster and Gray",95317,Website,Opportunity,Other,11-50,15609,Eva Rodriguez,2024-11-21,
LEAD-008764,Reese-Underwood,85027,Event,Won,Professional Services,201-500,113092,David Johnson,2024-04-24,2024-06-11
LEAD-008765,Moore LLC,25638,Partner,Qualified,Technology,201-500,263739,Carol Williams,2024-11-15,
LEAD-008766,Crane-Clark,75065,Website,New,Manufacturing,11-50,13115,Eva Rodriguez,2024-10-05,
LEAD-008767,Morris LLC,32803,Partner,Won,Other,1-10,6525,Alice Chen,2024-03-10,2024-07-25
LEAD-008768,Peterson LLC,46797,Referral,Qualified,Manufacturing,500+,561373,Eva Rodriguez,2024-11-17,
LEAD-008769,"Myers, Johnson and Meyer",30518,Referral,New,Other,11-50,25663,Alice Chen,2024-10-16,
LEAD-008770,"Monroe, Parker and Myers",98948,Event,New,Technology,1-10,9339,David Johnson,2024-01-25,
LEAD-008771,White-Cox,29377,Referral,Lost,Manufacturing,500+,405043,Eva Rodriguez,2024-11-25,
LEAD-008772,Morgan and Sons,77065,Website,Qualified,Manufacturing,1-10,3748,David Johnson,2024-01-04,
LEAD-008773,"Ward, Dennis and Perez",65624,Cold Outbound,Opportunity,Retail,51-200,42765,Alice Chen,2024-03-18,
LEAD-008774,Lopez Inc,07838,Event,Qualified,Finance,11-50,10411,Bob Martinez,2024-07-19,
LEAD-008775,Watson-Gutierrez,39193,Website,Opportunity,Manufacturing,11-50,10390,Eva Rodriguez,2024-05-07,
LEAD-008776,"Yu, Hanson and Roberts",30710,Website,Won,Retail,1-10,5065,David Johnson,2024-02-28,2024-07-19
LEAD-008777,Hernandez Ltd,80754,Referral,Opportunity,Other,11-50,9365,Alice Chen,2024-10-05,
LEAD-008778,"Martinez, Munoz and Ware",38046,Website,Opportunity,Healthcare,11-50,13736,Eva Rodriguez,2024-12-23,
