lead_id,company_name,zip_code,lead_source,lead_status,industry,company_size,deal_value,sales_rep,created_date,close_date
LEAD-010697,Bailey-Padilla,70594,Referral,Opportunity,Manufacturing,51-200,67438,David Johnson,2024-11-09,
LEAD-010698,Wilson-Morales,11559,Cold Outbound,Qualified,Professional Services,51-200,52187,Eva Rodriguez,2024-08-06,
LEAD-010699,Jimenez Group,34675,Website,Opportunity,Retail,201-500,202723,Eva Rodriguez,2024-05-01,
LEAD-010700,Huang-Williams,29780,Referral,Won,Other,500+,476243,David Johnson,2024-10-31,
LEAD-010701,"Roberts, Powers and Mcclain",52756,Website,Won,Finance,1-10,7193,David Johnson,2024-10-05,2024-11-04
LEAD-010702,Hamilton Ltd,19022,Event,Opportunity,Healthcare,51-200,57538,Alice Chen,2024-02-18,
LEAD-010703,"Jackson, Owens and Larsen",58685,Referral,Opportunity,Technology,1-10,3937,Carol Williams,2024-02-21,
LEAD-010704,Garcia-Peterson,85459,Cold Outbound,Opportunity,Other,500+,408044,David Johnson,2024-11-03,
LEAD-010705,Jackson Group,03034,Cold Outbound,Opportunity,Other,51-200,49370,Carol Williams,2024-10-16,
LEAD-010706,Mills LLC,54537,Referral,Qualified,Finance,11-50,20762,Eva Rodriguez,2024-05-18,
LEAD-010707,"Rivera, Thomas and Davis",70021,Website,Qualified,Other,201-500,138763,Bob Martinez,2024-08-16,
LEAD-010708,Reyes-Hunter,53022,Event,Lost,Technology,51-200,49560,Eva Rodriguez,2024-12-16,
LEAD-010709,Russo-Weber,28972,Cold Outbound,Opportunity,Retail,201-500,119962,Carol Williams,2024-11-26,
LEAD-010710,Barnett Group,36470,Website,Qualified,Manufacturing,11-50,14578,Bob Martinez,2024-05-16,
LEAD-010711,Mcdowell Inc,70262,Event,Qualified,Other,11-50,12828,Bob Martinez,2024-01-17,
LEAD-010712,Hall LLC,73437,Cold Outbound,Won,Healthcare,51-200,49051,Eva Rodriguez,2024-06-20,2024-12-03
LEAD-010713,Miller-Fowler,40302,Referral,Opportunity,Technology,1-10,4801,Eva Rodriguez,2024-04-09,
LEAD-010714,Dennis and Sons,88270,Content,Won,Other,201-500,39518,Bob Martinez,2024-09-19,2024-12-27
LEAD-010715,Mckee-Gray,84925,Cold Outbound,Lost,Manufacturing,1-10,2544,Eva Rodriguez,2024-09-07,2024-10-13
LEAD-010716,Oliver Inc,67621,Website,Won,Technology,201-500,166557,David Johnson,2024-05-07,2024-07-14
LEAD-010717,Morgan-Strickland,61822,Referral,Lost,Manufacturing,51-200,39985,David Johnson,2024-08-22,2024-12-24
LEAD-010718,Ramos-Molina,14222,Content,New,Technology,51-200,63419,David Johnson,2024-07-24,
LEAD-010719,"Robinson, Scott and Page",02603,Cold Outbound,Qualified,Retail,51-200,31747,Bob Martinez,2024-01-06,
LEAD-010720,Mitchell PLC,22251,Website,Qualified,Finance,51-200,65481,Bob Martinez,2024-09-06,
LEAD-010721,Medina-Hogan,21088,Referral,Opportunity,Retail,1-10,4695,Alice Chen,2024-11-24,
LEAD-010722,Phillips Ltd,86809,Referral,Qualified,Retail,11-50,13609,Alice Chen,2024-01-31,
LEAD-010723,Jones-Bray,21426,Event,Qualified,Other,500+,517858,Carol Williams,2024-02-13,
LEAD-010724,Vasquez-Moss,69057,Website,Opportunity,Healthcare,51-200,42109,Eva Rodriguez,2024-12-27,
LEAD-010725,"Ortiz, Davis and Gray",56494,Event,New,Finance,11-50,18189,Alice Chen,2024-12-05,
LEAD-010726,Wagner-Howell,66304,Cold Outbound,Opportunity,Technology,201-500,170221,Carol Williams,2024-09-20,
LEAD-010727,Thornton and Sons,96845,Referral,Lost,Technology,51-200,26316,Eva Rodriguez,2024-05-23,2024-08-31
LEAD-010728,Ward-Anderson,76081,Cold Outbound,Opportunity,Professional Services,11-50,7494,Eva Rodriguez,2024-03-25,
LEAD-010729,"Meyers, King and Fowler",05941,Partner,New,Retail,51-200,63777,Bob Martinez,2024-08-31,
LEAD-010730,"Turner, Phillips and Rogers",90864,Content,Qualified,Professional Services,500+,764516,David Johnson,2024-03-31,
LEAD-010731,"Pierce, Lee and Stephenson",26517,Referral,New,Professional Services,201-500,177890,Eva Rodriguez,2024-10-16,
LEAD-010732,Bennett-Fry,51626,Referral,Lost,Other,51-200,60478,Alice Chen,2024-08-22,2024-11-27
LEAD-010733,Mills LLC,39064,Website,Qualified,Professional Services,11-50,18730,Carol Williams,2024-08-23,
LEAD-010734,"Myers, Williams and Jacobs",53510,Referral,New,Other,51-200,30340,David Johnson,2024-11-04,
LEAD-010735,Mcneil-White,73363,Website,Opportunity,Professional Services,1-10,5369,Alice Chen,2024-10-02,
LEAD-010736,Glenn LLC,87375,Event,Lost,Finance,201-500,151688,Eva Rodriguez,2024-12-29,
LEAD-010737,Johnson Inc,61619,Event,Lost,Other,11-50,12771,Eva Rodriguez,2024-12-12,
LEAD-010738,"Yates, Garcia and Williams",38706,Referral,Qualified,Finance,1-10,4650,Eva Rodriguez,2024-09-30,
LEAD-010739,"Horton, Black and Acevedo",10423,Website,New,Manufacturing,51-200,44608,David Johnson,2024-05-19,
LEAD-010740,Robertson Ltd,30109,Website,Qualified,Retail,201-500,270597,Carol Williams,2024-12-20,
LEAD-010741,Spears LLC,42277,Event,Opportunity,Finance,11-50,6485,Carol Williams,2024-01-28,
LEAD-010742,Obrien and Sons,79524,Website,New,Technology,11-50,14293,Bob Martinez,2024-09-07,
LEAD-010743,"King, Hill and Miller",27860,Website,New,Retail,201-500,108268,Eva Rodriguez,2024-03-18,
LEAD-010744,Castro-Rodriguez,85777,Website,Opportunity,Retail,1-10,3519,Eva Rodriguez,2024-07-09,
LEAD-010745,"Parker, Stephenson and Johnson",40938,Cold Outbound,Qualified,Healthcare,11-50,12616,Carol Williams,2024-03-27,
LEAD-010746,"Richard, Williams and Gonzalez",47103,Partner,Opportunity,Technology,11-50,19109,Eva Rodriguez,2024-11-16,
LEAD-010747,"Brown, Dawson and Brown",67133,Event,Lost,Healthcare,1-10,5029,Bob Martinez,2024-06-15,2024-11-12
LEAD-010748,Griffin-Cook,00577,Event,Won,Professional Services,11-50,9102,David Johnson,2024-01-14,2024-02-15
LEAD-010749,Lee-Brady,63961,Content,Lost,Retail,51-200,67621,Alice Chen,2024-11-04,2024-12-10
LEAD-010750,"Chen, Cardenas and Marquez",86000,Partner,New,Retail,500+,679607,David Johnson,2024-03-26,
LEAD-010751,Garrison-Clark,51494,Website,Won,Other,51-200,38410,Eva Rodriguez,2024-01-27,2024-03-27
LEAD-010752,White-King,37311,Website,Opportunity,Retail,500+,531097,Eva Rodriguez,2024-02-02,
LEAD-010753,Duran-Davis,57458,Referral,Qualified,Technology,201-500,165598,Bob Martinez,2024-10-12,
LEAD-010754,Hernandez LLC,57744,Referral,Qualified,Manufacturing,1-10,3703,Carol Williams,2024-06-10,
LEAD-010755,"Brown, Hill and Ibarra",91006,Event,Lost,Retail,500+,300619,David Johnson,2024-03-01,2024-05-01
LEAD-010756,"Baker, Allen and Turner",45330,Partner,Opportunity,Professional Services,201-500,111103,David Johnson,2024-01-30,
LEAD-010757,Rose-Dominguez,89785,Event,Won,Technology,51-200,69438,Alice Chen,2024-05-20,2024-09-20
LEAD-010758,"Simpson, Harris and Farmer",09455,Website,New,Healthcare,11-50,19818,David Johnson,2024-04-11,
LEAD-010759,Johnson-Vasquez,33913,Website,New,Healthcare,51-200,43501,Bob Martinez,2024-10-24,
LEAD-010760,Larson LLC,03863,Event,Qualified,Technology,201-500,92707,Bob Martinez,2024-12-14,
LEAD-010761,"Brown, Bryan and Chapman",43414,Cold Outbound,Qualified,Technology,51-200,30405,Eva Rodriguez,2024-06-09,
LEAD-010762,"Dixon, Harris and Sweeney",43761,Referral,Won,Finance,11-50,14225,Alice Chen,2024-12-26,
LEAD-010763,"Pena, Simmons and Martinez",68695,Event,Opportunity,Finance,1-10,4824,Eva Rodriguez,2024-04-06,
LEAD-010764,"Roman, Hawkins and Woods",50626,Referral,New,Technology,1-10,5465,Eva Rodriguez,2024-05-07,
LEAD-010765,Smith-Walker,62248,Cold Outbound,Opportunity,Finance,51-200,71647,Carol Williams,2024-10-22,
LEAD-010766,Campbell Inc,25832,Event,Won,Retail,51-200,66408,Eva Rodriguez,2024-06-24,2024-12-12
LEAD-010767,Hopkins-Smith,17240,Website,Won,Healthcare,11-50,17851,David Johnson,2024-07-25,
LEAD-010768,"Casey, Barnes and Kelly",85025,Event,New,Manufacturing,500+,395508,Bob Martinez,2024-10-26,
LEAD-010769,Maynard-White,29697,Referral,Qualified,Finance,11-50,15270,Bob Martinez,2024-12-20,
LEAD-010770,"Bennett, Cox and White",48975,Event,Opportunity,Professional Services,201-500,182241,Alice Chen,2024-10-22,
LEAD-010771,Peterson-Bryan,02319,Referral,Lost,Healthcare,1-10,8464,Alice Chen,2024-04-01,2024-07-04
LEAD-010772,Silva-Schmitt,99589,Cold Outbound,New,Retail,51-200,66487,Carol Williams,2024-08-10,
LEAD-010773,Jacobs LLC,81788,Cold Outbound,New,Retail,51-200,55756,David Johnson,2024-05-19,
LEAD-010774,Young-Douglas,82864,Website,New,Technology,51-200,48351,Alice Chen,2024-12-30,
LEAD-010775,White Inc,76310,Event,Qualified,Finance,11-50,26587,Alice Chen,2024-04-11,
LEAD-010776,Johnson-Scott,34575,Event,New,Other,1-10,1000,Alice Chen,2024-07-11,
LEAD-010777,Howard-Walter,92028,Referral,Opportunity,Healthcare,51-200,44888,Alice Chen,2024-03-19,
LEAD-010778,"Stanley, Wang and Dickerson",01965,Content,Qualified,Technology,500+,536717,Eva Rodriguez,2024-01-27,
LEAD-010779,"Chandler, Mcdonald and Barton",80019,Cold Outbound,Opportunity,Other,500+,605593,Eva Rodriguez,2024-03-04,
LEAD-010780,Brown-Mathews,67536,Event,New,Retail,11-50,14581,Bob Martinez,2024-07-28,
LEAD-010781,Conway-Thomas,68588,Content,Won,Retail,201-500,192065,Carol Williams,2024-06-24,2024-09-28
LEAD-010782,York LLC,90889,Referral,New,Finance,11-50,19790,Carol Williams,2024-07-20,
LEAD-010783,Nelson Ltd,35433,Website,Qualified,Professional Services,201-500,141930,Bob Martinez,2024-03-28,
LEAD-010784,Anderson PLC,81749,Event,Qualified,Finance,51-200,63461,Carol Williams,2024-09-24,
LEAD-010785,"Owens, Love and Dunn",41229,Website,Qualified,Technology,500+,528854,David Johnson,2024-04-14,
LEAD-010786,Pratt Inc,20926,Referral,Qualified,Healthcare,51-200,52453,Carol Williams,2024-08-26,
LEAD-010787,Wilkins-Nichols,01472,Cold Outbound,Opportunity,Manufacturing,51-200,36599,David Johnson,2024-04-27,
LEAD-010788,"Coleman, Warren and Park",82792,Website,Opportunity,Professional Services,51-200,1262,Carol Williams,2024-08-28,
LEAD-010789,"Rosario, Fields and Williams",93847,Cold Outbound,Lost,Professional Services,201-500,154068,Bob Martinez,2024-06-24,2024-11-11
LEAD-010790,Gonzalez-Prince,33916,Website,Qualified,Finance,51-200,70396,Carol Williams,2024-12-30,
LEAD-010791,"Thompson, Martin and Gonzales",61495,Event,Opportunity,Healthcare,500+,516546,Carol Williams,2024-02-10,
LEAD-010792,Bell PLC,60283,Cold Outbound,Won,Manufacturing,11-50,16997,Carol Williams,2024-03-16,2024-09-06
LEAD-010793,Casey-Herrera,45246,Referral,Qualified,Retail,51-200,16098,Carol Williams,2024-12-11,
LEAD-010794,Martinez-Ware,21060,Content,Opportunity,Technology,11-50,17007,Alice Chen,2024-01-26,
LEAD-010795,"Burns, Gray and Wells",11747,Website,Opportunity,Retail,11-50,18104,Carol Williams,2024-04-01,
LEAD-010796,"Rose, Simpson and Brown",03129,Event,Won,Other,11-50,15650,Alice Chen,2024-09-28,
LEAD-010797,"Jarvis, Bullock and Carroll",15884,Website,Qualified,Retail,11-50,8536,David Johnson,2024-06-03,
LEAD-010798,Perry-Hampton,16267,Partner,Qualified,Professional Services,11-50,12817,Alice Chen,2024-06-13,
LEAD-010799,Collins Ltd,87139,Website,Opportunity,Retail,201-500,213734,Bob Martinez,2024-06-03,
LEAD-010800,"Ramsey, Mills and Ray",96483,Website,Qualified,Finance,11-50,16209,Eva Rodriguez,2024-06-16,
LEAD-010801,Hobbs-Long,97042,Cold Outbound,Opportunity,Healthcare,51-200,46174,Alice Chen,2024-01-30,
LEAD-010802,"Taylor, Collins and Hudson",82967,Website,Opportunity,Technology,51-200,37532,Eva Rodriguez,2024-09-01,
LEAD-010803,Martinez Group,53561,Referral,Opportunity,Professional Services,500+,452231,Eva Rodriguez,2024-09-10,
LEAD-010804,"Henderson, Williams and Mcdaniel",13935,Referral,Lost,Other,51-200,34252,Bob Martinez,2024-06-01,2024-10-31
LEAD-010805,Davis-Adams,87741,Website,New,Finance,51-200,42544,Eva Rodriguez,2024-08-09,
LEAD-010806,Stevens-Thomas,60283,Referral,New,Technology,201-500,194067,Carol Williams,2024-07-27,
LEAD-010807,Holt-Lee,41847,Website,Won,Retail,51-200,67556,Bob Martinez,2024-02-28,2024-08-12
LEAD-010808,"Shaw, Zavala and Johnson",81795,Partner,Qualified,Finance,11-50,22203,Alice Chen,2024-03-14,
LEAD-010809,Blake-Walker,58366,Website,New,Manufacturing,1-10,5939,Carol Williams,2024-04-02,
LEAD-010810,Peterson-Anderson,37981,Content,Qualified,Manufacturing,201-500,189072,David Johnson,2024-07-04,
LEAD-010811,Maynard LLC,41747,Event,New,Technology,11-50,10809,David Johnson,2024-07-20,
LEAD-010812,Mathews Inc,73556,Website,New,Healthcare,11-50,17868,Alice Chen,2024-02-13,
LEAD-010813,"Cook, Wallace and Casey",00753,Website,Opportunity,Healthcare,11-50,8904,David Johnson,2024-06-24,
LEAD-010814,Graham Group,86111,Website,Won,Professional Services,1-10,3876,Eva Rodriguez,2024-06-15,2024-08-13
LEAD-010815,"Obrien, Serrano and Wilson",13240,Website,Qualified,Technology,11-50,17745,Bob Martinez,2024-11-04,
LEAD-010816,Winters-Evans,32454,Cold Outbound,Opportunity,Finance,51-200,69070,Alice Chen,2024-08-02,
LEAD-010817,Lee LLC,21649,Website,Won,Professional Services,11-50,7701,Carol Williams,2024-05-15,2024-07-21
LEAD-010818,Huerta-Wyatt,47784,Cold Outbound,Opportunity,Finance,1-10,5335,David Johnson,2024-04-05,
LEAD-010819,Benson Ltd,98457,Website,Opportunity,Healthcare,11-50,22644,Eva Rodriguez,2024-10-08,
LEAD-010820,Ochoa Inc,04834,Partner,Opportunity,Technology,11-50,12987,Eva Rodriguez,2024-02-08,
LEAD-010821,Rogers LLC,92003,Cold Outbound,Qualified,Technology,1-10,2023,Bob Martinez,2024-06-05,
LEAD-010822,Murphy-Foley,09546,Referral,Lost,Manufacturing,51-200,28497,Bob Martinez,2024-04-23,2024-06-04
LEAD-010823,"Chapman, Jacobs and Sweeney",99666,Cold Outbound,Opportunity,Finance,11-50,10658,David Johnson,2024-06-23,
LEAD-010824,Williams-Davis,63427,Referral,Qualified,Other,1-10,5683,Alice Chen,2024-01-01,
LEAD-010825,Patterson-Barrett,17009,Cold Outbound,Qualified,Manufacturing,1-10,2815,David Johnson,2024-05-23,
LEAD-010826,"Gonzalez, Williams and Nolan",28865,Website,New,Technology,500+,586903,Carol Williams,2024-05-08,
LEAD-010827,Wood-Ballard,25794,Cold Outbound,Opportunity,Finance,201-500,199148,Bob Martinez,2024-11-01,
LEAD-010828,Golden-Jensen,68083,Event,New,Professional Services,500+,633282,David Johnson,2024-09-23,
LEAD-010829,Kim Group,31338,Website,Won,Finance,51-200,32348,Carol Williams,2024-06-11,2024-11-25
LEAD-010830,"Christian, Evans and Caldwell",94788,Cold Outbound,Qualified,Manufacturing,51-200,21258,Bob Martinez,2024-04-30,
LEAD-010831,"Romero, Wilson and Stanley",25927,Website,New,Professional Services,11-50,16115,Eva Rodriguez,2024-10-18,
LEAD-010832,Bowers Group,25782,Partner,Qualified,Technology,1-10,6270,Eva Rodriguez,2024-08-07,
LEAD-010833,Schultz Group,93522,Event,Qualified,Technology,11-50,16982,Alice Chen,2024-10-31,
LEAD-010834,Hill PLC,39105,Cold Outbound,Won,Professional Services,11-50,20031,Eva Rodriguez,2024-02-27,2024-04-06
LEAD-010835,"Bishop, Taylor and Jones",81006,Referral,Opportunity,Finance,51-200,64165,Alice Chen,2024-11-18,
LEAD-010836,Adams LLC,28350,Cold Outbound,Won,Retail,500+,590714,Alice Chen,2024-09-06,2024-11-24
LEAD-010837,"Peterson, Jordan and Alvarado",71475,Referral,New,Other,11-50,15984,Eva Rodriguez,2024-12-15,
LEAD-010838,Brown PLC,97214,Event,Opportunity,Other,51-200,40677,Eva Rodriguez,2024-03-21,
LEAD-010839,"Castillo, Golden and Davis",02928,Cold Outbound,Opportunity,Healthcare,201-500,205216,David Johnson,2024-03-24,
LEAD-010840,"Hernandez, Vargas and Wagner",77508,Website,Qualified,Retail,11-50,9722,Alice Chen,2024-10-20,
LEAD-010841,"Beard, Rangel and Garcia",00839,Cold Outbound,New,Manufacturing,51-200,58487,Carol Williams,2024-10-30,
LEAD-010842,"Sampson, Byrd and Richardson",46294,Website,Qualified,Retail,11-50,6911,Bob Martinez,2024-04-25,
LEAD-010843,Joyce-Miller,73745,Website,Won,Manufacturing,201-500,216586,Carol Williams,2024-10-19,
LEAD-010844,Sharp Group,67722,Website,Opportunity,Healthcare,500+,160528,Bob Martinez,2024-01-14,
LEAD-010845,Johnson Ltd,04538,Referral,Won,Professional Services,11-50,15960,Bob Martinez,2024-01-03,2024-03-04
LEAD-010846,Fleming-Terry,55555,Event,Opportunity,Retail,201-500,177403,Bob Martinez,2024-07-21,
LEAD-010847,Miller Ltd,26789,Cold Outbound,New,Manufacturing,11-50,20472,Alice Chen,2024-02-16,
LEAD-010848,Clark-Allen,00628,Website,Qualified,Healthcare,11-50,18031,Eva Rodriguez,2024-12-21,
LEAD-010849,Snyder-Gonzalez,13917,Partner,Opportunity,Technology,11-50,11995,Bob Martinez,2024-10-12,
LEAD-010850,Wilson LLC,35374,Referral,New,Finance,201-500,130052,Eva Rodriguez,2024-08-11,
LEAD-010851,Harvey-Stevenson,85255,Referral,Qualified,Retail,500+,533528,Bob Martinez,2024-08-30,
LEAD-010852,Lane Ltd,62626,Website,Qualified,Finance,1-10,5607,Carol Williams,2024-08-19,
LEAD-010853,"Novak, Carlson and Kirby",81969,Event,Won,Manufacturing,51-200,68522,Alice Chen,2024-11-06,
LEAD-010854,"Williams, Lin and Young",38877,Referral,Qualified,Other,51-200,55622,David Johnson,2024-01-26,
LEAD-010855,Schneider-Stewart,92167,Referral,New,Retail,51-200,43890,Bob Martinez,2024-08-08,
LEAD-010856,Smith LLC,75729,Referral,Qualified,Technology,11-50,15791,Eva Rodriguez,2024-04-27,
LEAD-010857,"Walters, Hartman and Johnson",75214,Cold Outbound,Won,Healthcare,11-50,4189,Alice Chen,2024-01-11,2024-05-11
LEAD-010858,Fisher PLC,02282,Event,Lost,Professional Services,51-200,55988,David Johnson,2024-02-11,2024-07-24
LEAD-010859,Peterson Ltd,28902,Event,Opportunity,Technology,11-50,12627,Alice Chen,2024-10-15,
LEAD-010860,Smith-Cruz,28053,Cold Outbound,Qualified,Healthcare,11-50,16143,Carol Williams,2024-08-24,
LEAD-010861,Cox-Kirk,26140,Website,Opportunity,Professional Services,11-50,14691,Alice Chen,2024-09-11,
LEAD-010862,Jacobson-Vasquez,17029,Referral,New,Finance,201-500,152704,Eva Rodriguez,2024-01-23,
LEAD-010863,Horn Group,04875,Referral,New,Technology,11-50,9890,Bob Martinez,2024-02-15,
LEAD-010864,Gonzalez-Harris,83169,Event,New,Manufacturing,51-200,42782,Bob Martinez,2024-11-03,
LEAD-010865,Howard and Sons,45575,Partner,Lost,Other,1-10,4852,Carol Williams,2024-06-16,2024-09-29
LEAD-010866,"Thompson, Parker and Hinton",73978,Event,Lost,Retail,201-500,161159,Eva Rodriguez,2024-07-31,
LEAD-010867,"Garrison, Lucas and Barker",71214,Website,Opportunity,Retail,201-500,79763,Eva Rodriguez,2024-01-07,
LEAD-010868,Gamble-Simpson,35199,Event,New,Finance,11-50,20678,Eva Rodriguez,2024-06-08,
LEAD-010869,Arnold-Haynes,42798,Content,Opportunity,Healthcare,11-50,8822,David Johnson,2024-05-18,
LEAD-010870,Vega PLC,96474,Cold Outbound,Opportunity,Retail,51-200,44302,Carol Williams,2024-03-22,
LEAD-010871,Robbins Inc,44148,Event,Lost,Retail,51-200,57930,Alice Chen,2024-12-12,
LEAD-010872,"Stafford, Sherman and Chambers",38407,Website,Qualified,Healthcare,11-50,11154,Eva Rodriguez,2024-02-08,
LEAD-010873,Buck PLC,27351,Website,New,Other,201-500,88459,Bob Martinez,2024-05-23,
LEAD-010874,Knight Ltd,00693,Content,Opportunity,Manufacturing,51-200,64540,David Johnson,2024-04-01,
LEAD-010875,"Schneider, Riley and Steele",52979,Partner,Qualified,Technology,201-500,97120,Eva Rodriguez,2024-07-12,
LEAD-010876,Mcdaniel-Weber,89381,Referral,Qualified,Finance,1-10,3195,Bob Martinez,2024-05-19,
LEAD-010877,Jones PLC,44052,Website,Lost,Other,11-50,17378,Eva Rodriguez,2024-09-19,2024-10-27
LEAD-010878,"Jefferson, Gray and Hutchinson",06116,Partner,Lost,Technology,11-50,14372,Eva Rodriguez,2024-04-11,2024-08-03
LEAD-010879,"Cowan, Obrien and Thomas",02337,Referral,Opportunity,Healthcare,11-50,14207,Eva Rodriguez,2024-01-13,
LEAD-010880,"Rhodes, Schmidt and Benitez",43304,Content,Won,Retail,1-10,5565,Eva Rodriguez,2024-10-27,
LEAD-010881,"Poole, Nguyen and Palmer",26701,Website,Won,Manufacturing,500+,657914,Carol Williams,2024-08-24,2024-11-17
LEAD-010882,"Fuentes, Stephens and Lee",03608,Referral,Lost,Technology,500+,426775,David Johnson,2024-03-24,2024-05-31
LEAD-010883,Ruiz-Walton,20608,Website,Qualified,Professional Services,11-50,15961,Bob Martinez,2024-01-21,
LEAD-010884,Coffey-Tyler,54176,Referral,Qualified,Professional Services,1-10,4308,Alice Chen,2024-08-08,
LEAD-010885,"Watts, Stone and Harris",08568,Website,Lost,Retail,51-200,58247,Alice Chen,2024-06-26,2024-11-22
LEAD-010886,Meyer-Valentine,10677,Referral,Qualified,Finance,1-10,4934,David Johnson,2024-11-08,
LEAD-010887,Scott Inc,95240,Cold Outbound,Opportunity,Other,11-50,13220,Alice Chen,2024-08-18,
LEAD-010888,Vazquez-Wilson,36388,Content,Lost,Professional Services,51-200,58981,Eva Rodriguez,2024-01-06,2024-03-08
LEAD-010889,Brown-Jones,13736,Website,Opportunity,Professional Services,51-200,59649,Alice Chen,2024-04-04,
LEAD-010890,"Richard, Hughes and Snyder",04889,Website,Opportunity,Professional Services,201-500,148703,Bob Martinez,2024-01-01,
LEAD-010891,Donaldson PLC,47400,Referral,New,Healthcare,11-50,2462,Alice Chen,2024-04-28,
LEAD-010892,"Sandoval, Cummings and Wise",97628,Cold Outbound,Qualified,Manufacturing,201-500,86367,David Johnson,2024-02-22,
LEAD-010893,"Lee, King and Schaefer",01601,Referral,Opportunity,Healthcare,11-50,14158,David Johnson,2024-12-05,
LEAD-010894,"Aguilar, Gregory and Martin",43339,Referral,Opportunity,Manufacturing,51-200,75203,Carol Williams,2024-12-09,
LEAD-010895,Lyons Group,19651,Referral,Lost,Healthcare,51-200,34556,Bob Martinez,2024-05-05,2024-10-20
LEAD-010896,Reynolds-Nelson,13756,Cold Outbound,Qualified,Healthcare,11-50,10647,Alice Chen,2024-12-29,
LEAD-010897,Alvarado Ltd,91252,Event,New,Healthcare,51-200,67104,Bob Martinez,2024-10-29,
LEAD-010898,"Madden, Weaver and Brown",08176,Website,Lost,Healthcare,1-10,3005,Eva Rodriguez,2024-08-25,2024-11-30
LEAD-010899,Stanley Inc,44190,Cold Outbound,Opportunity,Finance,51-200,67593,David Johnson,2024-02-26,
LEAD-010900,"Scott, Crawford and Reynolds",15008,Website,Won,Retail,1-10,7213,Carol Williams,2024-02-07,2024-04-12
LEAD-010901,Robertson-Young,33333,Referral,Qualified,Manufacturing,51-200,59526,Carol Williams,2024-10-18,
LEAD-010902,"Johnson, Sullivan and Cooper",99739,Event,Opportunity,Finance,1-10,2424,Carol Williams,2024-02-22,
LEAD-010903,"Jenkins, Jones and Martinez",54624,Website,New,Other,201-500,167848,Bob Martinez,2024-10-04,
LEAD-010904,"Evans, Miller and Park",84008,Referral,New,Professional Services,1-10,6128,Carol Williams,2024-01-24,
LEAD-010905,Jones and Sons,93510,Referral,Opportunity,Professional Services,500+,123934,Alice Chen,2024-03-21,
LEAD-010906,Rowland Inc,16565,Event,Opportunity,Retail,11-50,14024,Eva Rodriguez,2024-06-12,
LEAD-010907,Riley-James,48824,Referral,Lost,Finance,201-500,131085,Eva Rodriguez,2024-08-30,2024-10-16
LEAD-010908,Santos-Bullock,24979,Referral,Qualified,Healthcare,51-200,58812,Eva Rodriguez,2024-03-26,
LEAD-010909,"Acosta, Lindsey and Rollins",51387,Website,New,Technology,11-50,13228,Carol Williams,2024-07-15,
LEAD-010910,Garcia-Allen,37404,Website,Qualified,Healthcare,11-50,10383,Carol Williams,2024-06-01,
LEAD-010911,Thompson PLC,03466,Website,Lost,Technology,1-10,7073,Carol Williams,2024-10-18,
LEAD-010912,Baker-Morrison,07812,Event,Qualified,Finance,201-500,163022,Alice Chen,2024-05-01,
LEAD-010913,Hunt Ltd,75395,Partner,Qualified,Manufacturing,500+,340995,Alice Chen,2024-10-29,
LEAD-010914,"Smith, Cross and Richardson",81078,Event,New,Other,11-50,10167,Bob Martinez,2024-10-23,
LEAD-010915,"Cordova, Martin and Davidson",57647,Referral,Opportunity,Other,11-50,20747,Eva Rodriguez,2024-07-30,
LEAD-010916,Sanders LLC,58908,Cold Outbound,Opportunity,Professional Services,11-50,22857,Carol Williams,2024-07-10,
LEAD-010917,Miller Ltd,66289,Event,Qualified,Technology,51-200,34264,David Johnson,2024-07-09,
LEAD-010918,Owens Inc,07108,Partner,Qualified,Finance,1-10,6830,Carol Williams,2024-11-19,
LEAD-010919,Aguilar-Hendricks,46353,Event,Opportunity,Healthcare,11-50,14687,Eva Rodriguez,2024-10-14,
LEAD-010920,Stein-Armstrong,98505,Event,Opportunity,Healthcare,11-50,10136,Eva Rodriguez,2024-11-21,
LEAD-010921,"Hutchinson, Brooks and Rogers",72827,Website,Opportunity,Retail,11-50,16746,Eva Rodriguez,2024-05-01,
LEAD-010922,"Howard, Villegas and Richardson",82120,Website,Lost,Other,201-500,165272,David Johnson,2024-06-13,2024-09-01
LEAD-010923,Wright-Stewart,18553,Referral,New,Healthcare,11-50,9898,Alice Chen,2024-02-07,
LEAD-010924,Gonzalez-Arnold,19054,Event,Qualified,Manufacturing,51-200,50960,Bob Martinez,2024-04-12,
LEAD-010925,"Mendoza, Day and Jackson",70590,Cold Outbound,Qualified,Manufacturing,51-200,58377,Alice Chen,2024-01-24,
LEAD-010926,"Martin, Vance and Williamson",84852,Website,New,Manufacturing,1-10,4198,Eva Rodriguez,2024-12-26,
LEAD-010927,Zhang-Cruz,14442,Website,New,Other,11-50,7108,Alice Chen,2024-09-10,
LEAD-010928,"Sanchez, Baker and Johnson",82436,Event,Won,Retail,51-200,34843,David Johnson,2024-05-10,2024-08-24
LEAD-010929,Black-Rodriguez,32512,Referral,Qualified,Professional Services,500+,546105,David Johnson,2024-02-11,
LEAD-010930,Cox-Gill,50275,Content,Won,Retail,1-10,7895,Carol Williams,2024-02-23,2024-07-30
LEAD-010931,"Watson, Brown and Brown",18653,Website,New,Technology,51-200,44539,Carol Williams,2024-04-18,
LEAD-010932,Robinson Inc,15648,Referral,Qualified,Other,1-10,4299,Eva Rodriguez,2024-02-13,
